route_id,trip_id,service_id
1,11201,27
1,11202,27
1,11203,27
1,11204,27
1,11205,27
1,11206,27
1,11207,27
1,11208,27
1,11209,27
1101,1121,27
1,11210,27
1,11211,27
1,11212,27
1,11213,27
1,11214,28
1,11215,28
1,11216,28
1,11217,28
1,11218,28
1,11219,28
1101,1122,27
1,11220,28
1,11221,28
1,11222,28
1,11223,28
1,11224,28
1,11225,28
1,11226,28
1,11227,28
1,11228,28
1,11229,28
1101,1123,27
1,11230,28
1,11231,28
1,11232,28
1,11233,28
1,11234,28
1,11235,28
1,11236,28
1,11237,28
1,11238,28
1,11239,28
1101,1124,27
1,11240,28
1,11241,29
1,11242,29
1,11243,29
1,11244,29
1,11245,29
1,11246,29
1,11247,29
1,11248,29
1,11249,29
1101,1125,27
1,11250,29
1,11251,29
1,11252,29
1,11253,29
1,11254,29
1,11255,29
1,11256,29
1,11257,29
1,11258,29
1,11259,29
1101,1126,27
1,11260,29
1,11261,29
1,11262,29
1,11263,29
1,11264,29
1,11265,29
1,11266,29
1,11267,29
1,11268,30
1,11269,30
1101,1127,27
1,11270,30
1,11271,30
1,11272,30
1,11273,30
1,11274,30
1,11275,30
1,11276,30
1,11277,30
1,11278,30
1,11279,30
1101,1128,27
1,11280,30
1,11281,30
1,11282,30
1,11283,30
1,11284,30
1,11285,30
1,11286,30
1,11287,30
1,11288,30
1,11289,30
1101,1129,27
1,11290,30
1,11291,31
1,11292,31
1,11293,31
1,11294,31
1,11295,31
1,11296,31
1,11297,31
1,11298,31
1,11299,31
1001,113,29
1101,1130,27
1,11300,31
1,11301,31
1,11302,31
1,11303,31
1,11304,31
1,11305,31
1,11306,31
1,11307,31
1,11308,31
1,11309,31
1101,1131,27
1,11310,31
1,11311,31
1,11312,31
1,11313,31
1,11314,31
1,11315,31
1,11316,42
1,11317,42
1,11318,42
1,11319,42
1101,1132,27
1,11320,42
1,11321,42
1,11322,42
1,11323,42
1,11324,42
1,11325,42
1,11326,42
1,11327,42
1,11328,42
1,11329,42
1101,1133,27
1,11330,42
1,11331,42
1,11332,42
1,11333,42
1,11334,42
1,11335,42
1,11336,42
1,11337,42
1,11338,42
1,11339,42
1101,1134,27
1,11340,42
1,11341,42
1,11342,42
1,11343,47
1,11344,47
1,11345,47
1,11346,47
1,11347,47
1,11348,47
1,11349,47
1101,1135,28
1,11350,47
1,11351,47
1,11352,47
1,11353,47
1,11354,47
1,11355,47
1,11356,47
1,11357,47
1,11358,47
1,11359,47
1101,1136,28
1,11360,47
1,11361,47
1,11362,47
1,11363,47
1,11364,47
1,11365,47
1,11366,47
1,11367,47
1,11368,47
1,11369,47
1101,1137,28
1,11370,27
1,11371,27
1,11372,27
1,11373,27
1,11374,27
1,11375,27
1,11376,27
1,11377,27
1,11378,27
1,11379,27
1101,1138,28
1,11380,27
1,11381,27
1,11382,27
1,11383,27
1,11384,27
1,11385,27
1,11386,27
1,11387,27
1,11388,27
1,11389,27
1101,1139,28
1,11390,27
1,11391,27
1,11392,27
1,11393,27
1,11394,27
1,11395,28
1,11396,28
1,11397,28
1,11398,28
1,11399,28
1001,114,29
1101,1140,28
1,11400,28
1,11401,28
1,11402,28
1,11403,28
1,11404,28
1,11405,28
1,11406,28
1,11407,28
1,11408,28
1,11409,28
1101,1141,28
1,11410,28
1,11411,28
1,11412,28
1,11413,28
1,11414,28
1,11415,28
1,11416,28
1,11417,28
1,11418,28
1,11419,28
1101,1142,28
1,11420,28
1,11421,28
1,11422,29
1,11423,29
1,11424,29
1,11425,29
1,11426,29
1,11427,29
1,11428,29
1,11429,29
1101,1143,28
1,11430,29
1,11431,29
1,11432,29
1,11433,29
1,11434,29
1,11435,29
1,11436,29
1,11437,29
1,11438,29
1,11439,29
1101,1144,28
1,11440,29
1,11441,29
1,11442,29
1,11443,29
1,11444,29
1,11445,29
1,11446,29
1,11447,29
1,11448,29
1,11449,30
1101,1145,28
1,11450,30
1,11451,30
1,11452,30
1,11453,30
1,11454,30
1,11455,30
1,11456,30
1,11457,30
1,11458,30
1,11459,30
1101,1146,28
1,11460,30
1,11461,30
1,11462,30
1,11463,30
1,11464,30
1,11465,30
1,11466,30
1,11467,30
1,11468,30
1,11469,30
1101,1147,28
1,11470,30
1,11471,30
1,11472,31
1,11473,31
1,11474,31
1,11475,31
1,11476,31
1,11477,31
1,11478,31
1,11479,31
1101,1148,28
1,11480,31
1,11481,31
1,11482,31
1,11483,31
1,11484,31
1,11485,31
1,11486,31
1,11487,31
1,11488,31
1,11489,31
1101,1149,28
1,11490,31
1,11491,31
1,11492,31
1,11493,31
1,11494,31
1,11495,31
1,11496,31
1,11497,31
1,11498,31
1,11499,42
1001,115,29
1101,1150,28
1,11500,42
1,11501,42
1,11502,42
1,11503,42
1,11504,42
1,11505,42
1,11506,42
1,11507,42
1,11508,42
1,11509,42
1101,1151,28
1,11510,42
1,11511,42
1,11512,42
1,11513,42
1,11514,42
1,11515,42
1,11516,42
1,11517,42
1,11518,42
1,11519,42
1101,1152,28
1,11520,42
1,11521,42
1,11522,42
1,11523,42
1,11524,47
1,11525,47
1,11526,47
1,11527,47
1,11528,47
1,11529,47
1101,1153,28
1,11530,47
1,11531,47
1,11532,47
1,11533,47
1,11534,47
1,11535,47
1,11536,47
1,11537,47
1,11538,47
1,11539,47
1101,1154,28
1,11540,47
1,11541,47
1,11542,47
1,11543,47
1,11544,47
1,11545,47
1,11546,47
1,11547,47
1,11548,47
1,11549,47
1101,1155,28
1,11550,47
1,11551,33
1,11552,33
1,11553,27
1,11554,27
1,11555,27
1,11556,27
1,11557,27
1,11558,27
1,11559,27
1101,1156,28
1,11560,27
1,11561,27
1,11562,27
1,11563,27
1,11564,27
1,11565,27
1,11566,27
1,11567,27
1,11568,27
1,11569,27
1101,1157,28
1,11570,27
1,11571,27
1,11572,27
1,11573,27
1,11574,27
1,11575,27
1,11576,27
1,11577,27
1,11578,27
1,11579,28
1101,1158,28
1,11580,28
1,11581,28
1,11582,28
1,11583,28
1,11584,28
1,11585,28
1,11586,28
1,11587,28
1,11588,28
1,11589,28
1101,1159,28
1,11590,28
1,11591,28
1,11592,28
1,11593,28
1,11594,28
1,11595,28
1,11596,28
1,11597,28
1,11598,28
1,11599,28
1001,116,29
1101,1160,28
1,11600,28
1,11601,28
1,11602,28
1,11603,28
1,11604,28
1,11605,28
1,11606,29
1,11607,29
1,11608,29
1,11609,29
1101,1161,28
1,11610,29
1,11611,29
1,11612,29
1,11613,29
1,11614,29
1,11615,29
1,11616,29
1,11617,29
1,11618,29
1,11619,29
1101,1162,28
1,11620,29
1,11621,29
1,11622,29
1,11623,29
1,11624,29
1,11625,29
1,11626,29
1,11627,29
1,11628,29
1,11629,29
1101,1163,28
1,11630,29
1,11631,29
1,11632,29
1,11633,30
1,11634,30
1,11635,30
1,11636,30
1,11637,30
1,11638,30
1,11639,30
1101,1164,28
1,11640,30
1,11641,30
1,11642,30
1,11643,30
1,11644,30
1,11645,30
1,11646,30
1,11647,30
1,11648,30
1,11649,30
1101,1165,28
1,11650,30
1,11651,30
1,11652,30
